Rk,School,G,Pts,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_1D,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Year
37,Washington,12,22.7,16.2,26.3,61.4,143.3,0.5,40.5,193.7,4.8,1.8,66.8,337.0,5.0,6.4,10.6,1.3,18.3,6.8,61.3,0.5,0.8,1.3,2021
38,Ohio State,13,22.8,21.8,35.5,61.6,246.2,1.6,34.5,127.8,3.7,1.3,69.9,374.0,5.3,11.6,7.5,2.2,21.3,4.4,38.2,0.6,0.9,1.5,2021
39,Arkansas,13,22.9,17.4,29.8,58.4,213.8,1.2,38.2,153.9,4.0,1.3,67.9,367.7,5.4,9.1,7.9,2.2,19.2,6.5,47.4,0.3,1.0,1.3,2021
40,Miami (OH),13,23.1,18.1,29.5,61.4,222.5,1.3,36.8,146.4,4.0,1.4,66.2,368.9,5.6,10.4,7.7,1.8,19.9,5.8,54.1,0.6,0.7,1.3,2021
41,UAB,13,23.2,18.2,31.0,58.6,217.2,1.8,34.5,112.2,3.2,1.2,65.5,329.3,5.0,8.6,6.5,3.2,18.2,5.8,49.6,0.8,0.8,1.5,2021
42,Pitt,14,23.6,21.6,36.1,59.7,264.3,1.9,33.7,88.7,2.6,1.1,69.9,353.0,5.1,11.6,5.7,2.6,19.9,7.2,64.8,0.5,1.1,1.6,2021
43,Wyoming,13,23.7,16.9,29.1,58.2,189.8,1.6,39.4,182.2,4.6,1.3,68.5,372.0,5.4,9.0,9.3,1.9,20.2,4.8,39.7,0.3,0.8,1.1,2021
44,Marshall,13,23.8,17.6,32.2,54.8,205.3,1.4,44.7,189.9,4.2,1.4,76.8,395.2,5.1,8.8,10.7,1.8,21.2,6.5,57.6,0.6,0.8,1.4,2021
45,West Virginia,13,23.8,18.2,28.3,64.1,211.5,1.3,34.5,139.1,4.0,1.2,62.8,350.6,5.6,8.7,7.5,1.2,17.4,4.4,36.2,0.3,0.7,1.0,2021
46,South Carolina,13,24.0,15.1,25.9,58.2,180.8,1.2,37.3,175.0,4.7,1.4,63.2,355.8,5.6,7.9,9.5,1.1,18.5,4.6,42.6,0.7,1.2,1.8,2021
47,Washington State,13,24.2,20.0,33.4,59.9,216.8,1.2,34.5,161.8,4.7,1.5,67.9,378.6,5.6,9.8,9.3,1.2,20.4,5.5,41.8,1.1,1.2,2.2,2021
48,Utah State,14,24.4,19.2,30.8,62.4,230.9,1.1,36.4,162.3,4.5,1.4,67.2,393.1,5.8,10.4,8.4,1.7,20.5,8.1,74.7,0.8,0.9,1.6,2021
49,UCF,13,24.5,20.7,35.8,57.7,210.1,0.9,36.7,159.8,4.4,1.8,72.5,369.8,5.1,10.8,8.5,1.8,21.2,6.2,48.8,0.7,0.8,1.5,2021
50,UTSA,14,24.6,18.4,31.1,59.1,258.0,1.9,34.9,115.4,3.3,1.1,65.9,373.4,5.7,10.6,7.5,1.9,19.9,8.0,64.7,1.1,0.9,1.9,2021
51,Ole Miss,13,24.7,20.7,33.9,61.0,230.0,1.1,42.2,190.4,4.5,1.9,76.2,420.4,5.5,11.0,11.1,2.8,24.9,6.4,53.5,0.8,0.8,1.6,2021
52,Brigham Young,13,24.8,20.7,31.6,65.5,231.9,1.1,36.0,156.9,4.4,1.8,67.6,388.8,5.8,11.2,9.2,1.3,21.5,5.4,43.9,0.4,1.2,1.5,2021
53,UTEP,13,25.2,17.2,31.2,54.9,210.8,1.2,35.2,138.6,3.9,1.7,66.4,349.4,5.3,8.8,7.2,3.0,19.1,7.1,66.5,0.5,0.6,1.1,2021
54,Michigan State,13,25.3,29.2,44.5,65.6,324.8,2.1,34.3,117.2,3.4,0.8,78.8,441.9,5.6,14.8,7.8,1.9,24.5,5.8,46.3,0.8,0.8,1.5,2021
55,Virginia Tech,13,25.3,17.8,30.2,59.2,224.2,1.5,36.7,169.5,4.6,1.5,66.8,393.7,5.9,9.5,9.4,1.5,20.5,6.4,56.2,0.3,0.8,1.1,2021
56,Rutgers,13,25.6,15.8,28.3,56.0,234.9,1.9,38.1,163.2,4.3,1.2,66.4,398.1,6.0,8.9,8.6,1.9,19.5,5.4,47.4,0.7,0.5,1.2,2021
57,Middle Tennessee State,13,25.7,22.1,37.8,58.5,236.5,1.8,34.4,138.0,4.0,1.3,72.2,374.5,5.2,10.4,8.5,1.4,20.3,6.3,52.0,1.1,1.3,2.4,2021
58,Central Michigan,13,25.8,19.8,32.5,60.9,260.0,1.7,35.9,122.5,3.4,1.4,68.4,382.5,5.6,10.0,7.8,1.8,19.6,5.3,48.5,0.8,0.4,1.2,2021
59,Florida Atlantic,12,25.8,20.6,34.9,58.9,252.2,1.6,35.2,157.2,4.5,1.4,70.1,409.3,5.8,10.7,7.6,1.7,19.9,7.7,67.8,0.5,1.1,1.6,2021
60,Oklahoma,13,25.8,22.5,34.2,65.8,261.8,2.0,33.6,129.8,3.9,1.2,67.8,391.5,5.8,11.7,7.8,1.6,21.1,6.3,51.5,1.0,0.8,1.8,2021
61,Oregon State,13,25.8,20.5,33.2,61.9,243.5,1.7,34.6,144.1,4.2,1.5,67.8,387.6,5.7,10.9,9.1,2.3,22.3,6.2,50.5,0.3,1.2,1.5,2021
62,Mississippi State,13,25.9,19.7,30.8,63.8,231.8,1.5,31.2,113.4,3.6,1.2,62.1,345.2,5.6,9.3,6.5,1.1,16.8,6.9,55.9,0.4,0.8,1.2,2021
63,Troy,12,26.1,15.8,25.6,61.6,194.9,1.6,40.9,142.6,3.5,1.3,66.5,337.5,5.1,8.3,8.7,1.8,18.8,7.0,61.6,0.7,1.3,2.0,2021
64,East Carolina,12,26.3,18.8,31.5,59.5,233.1,1.4,34.3,161.8,4.7,1.7,65.8,394.9,6.0,9.5,8.4,1.5,19.4,5.6,49.1,0.6,1.3,1.8,2021
65,Syracuse,12,26.3,18.6,28.1,66.2,204.3,1.8,36.3,127.9,3.5,1.0,64.3,332.2,5.2,8.5,8.2,1.8,18.4,4.7,44.6,0.3,0.3,0.6,2021
66,South Alabama,12,26.4,17.2,28.8,59.5,208.4,1.1,36.3,147.4,4.1,1.8,65.1,355.8,5.5,8.6,8.0,1.6,18.2,6.5,55.7,0.8,1.3,2.1,2021
67,Florida State,12,26.5,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,10.5,7.9,2.2,20.6,8.5,70.7,0.5,1.2,1.7,2021
68,Nevada,13,26.5,20.8,33.5,62.1,220.5,1.5,39.5,189.5,4.8,1.7,72.9,410.0,5.6,9.9,10.2,1.2,21.2,5.2,49.5,0.9,1.1,2.0,2021
69,San Jose State,12,26.5,21.3,34.0,62.7,236.1,1.9,38.3,135.2,3.5,0.8,72.3,371.3,5.1,11.2,7.2,2.3,20.7,4.7,43.8,0.5,0.5,1.0,2021
70,LSU,13,26.6,20.8,32.5,64.2,236.8,2.2,35.5,142.5,4.0,1.2,68.0,379.3,5.6,10.9,7.9,1.0,19.8,5.5,45.4,0.3,0.6,0.9,2021
71,Tulsa,13,26.6,18.5,31.3,59.2,228.2,1.2,36.7,142.1,3.9,1.5,68.0,370.2,5.4,10.3,7.2,2.0,19.5,7.2,63.3,0.5,0.8,1.4,2021
72,Colorado,12,26.7,20.6,33.6,61.3,242.3,1.4,35.3,179.7,5.1,1.8,68.9,422.0,6.1,10.3,10.3,1.8,22.3,6.9,65.6,0.3,0.8,1.1,2021
73,Florida,13,26.8,17.4,30.5,57.1,203.9,1.4,36.7,163.9,4.5,1.4,67.2,367.8,5.5,9.1,8.6,2.6,20.3,5.2,43.0,0.3,0.7,1.0,2021
74,UCLA,12,26.8,23.2,37.0,62.6,260.3,1.3,32.8,127.9,3.9,2.0,69.8,388.2,5.6,11.0,8.3,2.3,21.5,6.0,44.0,0.6,1.0,1.6,2021
75,Oregon,14,27.0,21.1,34.6,61.0,241.3,1.6,35.9,143.2,4.0,1.7,70.5,384.5,5.5,11.6,8.7,2.1,22.5,8.1,61.9,0.4,1.2,1.6,2021
76,Georgia State,13,27.1,20.0,33.8,59.2,261.4,1.5,40.1,141.8,3.5,1.5,73.8,403.2,5.5,10.6,8.8,2.4,21.8,4.3,39.5,0.8,0.8,1.6,2021
77,Louisville,13,27.3,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,11.4,9.0,2.0,22.4,5.5,45.2,0.4,0.8,1.2,2021
78,North Texas,13,27.5,17.5,29.2,60.0,226.4,1.9,37.5,156.7,4.2,1.4,66.8,383.1,5.7,9.3,7.5,2.4,19.2,7.4,64.5,0.9,0.5,1.4,2021
79,Old Dominion,13,27.8,21.5,34.5,62.4,250.5,2.2,37.5,134.5,3.6,0.9,72.1,385.1,5.3,11.2,7.8,2.2,21.3,7.8,69.8,0.6,0.5,1.2,2021
80,Southern Mississippi,12,27.9,15.8,26.0,60.6,202.0,1.3,35.5,156.8,4.4,1.3,61.5,358.8,5.8,8.3,6.9,1.3,16.4,6.9,61.6,1.0,0.9,1.9,2021
81,Western Michigan,13,28.2,13.6,24.7,55.1,186.4,1.8,32.1,145.5,4.5,1.3,56.8,331.9,5.8,7.4,8.1,1.7,17.2,6.1,56.5,0.7,0.3,1.0,2021
82,Colorado State,12,28.3,16.2,27.9,57.9,211.1,1.9,41.0,166.8,4.1,1.5,68.9,377.9,5.5,8.1,9.4,2.3,19.8,5.7,48.4,0.7,0.5,1.2,2021
83,Navy,12,28.3,17.0,25.5,66.7,218.2,1.3,32.5,131.0,4.0,2.1,58.0,349.2,6.0,8.8,7.2,1.2,17.1,5.5,44.8,0.6,0.6,1.2,2021
84,Ball State,13,28.4,20.2,30.5,66.0,243.0,1.3,40.4,176.7,4.4,1.7,70.9,419.7,5.9,10.8,10.1,1.3,22.2,5.7,54.2,0.3,1.2,1.5,2021
85,Miami (FL),12,28.4,22.5,36.3,61.9,250.6,1.8,35.8,139.0,3.9,1.3,72.1,389.6,5.4,10.0,8.7,1.9,20.6,7.8,72.3,0.3,0.7,0.9,2021
86,New Mexico,12,28.4,16.3,29.3,55.8,219.6,1.6,38.6,144.3,3.7,1.4,67.8,363.8,5.4,8.6,8.3,2.0,18.9,6.1,55.2,0.4,0.8,1.2,2021
87,SMU,12,28.4,19.9,33.7,59.2,278.1,2.3,36.1,140.7,3.9,1.3,69.8,418.8,6.0,11.8,6.7,1.7,19.9,7.4,54.9,0.4,0.8,1.3,2021
88,Wake Forest,14,28.9,17.8,30.4,58.6,217.8,1.7,40.2,195.8,4.9,1.8,70.6,413.6,5.9,9.8,10.6,2.0,22.4,7.6,67.0,1.0,1.1,2.1,2021
89,Northwestern,12,29.0,20.1,29.9,67.1,216.5,0.9,39.8,213.9,5.4,2.6,69.7,430.4,6.2,10.3,10.0,1.2,21.4,6.0,51.2,0.8,0.5,1.3,2021
90,Tennessee,13,29.1,23.1,37.7,61.2,273.2,1.8,40.1,148.5,3.7,1.8,77.8,421.7,5.4,12.0,9.0,1.6,22.5,6.8,60.3,0.2,1.0,1.2,2021
91,Memphis,12,29.3,23.1,36.3,63.7,250.6,1.8,40.3,169.3,4.2,1.8,76.5,419.8,5.5,11.5,10.4,1.3,23.2,6.8,63.8,0.5,0.8,1.3,2021
92,Western Kentucky,14,29.4,22.6,37.1,60.9,268.1,1.6,39.9,168.9,4.2,2.0,77.0,437.0,5.7,12.1,9.9,1.6,23.6,7.2,62.4,0.7,1.5,2.2,2021
93,Buffalo,12,29.9,15.3,24.8,61.7,221.2,1.7,40.3,196.3,4.9,2.3,65.2,417.4,6.4,8.1,10.4,1.9,20.4,7.9,70.5,0.8,0.3,1.0,2021
94,Eastern Michigan,13,30.0,17.7,30.2,58.5,237.9,1.5,39.0,200.4,5.1,2.1,69.2,438.3,6.3,10.5,10.9,1.5,22.8,6.8,60.5,0.7,0.6,1.3,2021
95,Texas Tech,13,30.2,23.1,35.0,65.9,267.5,2.2,34.2,137.4,4.0,1.4,69.2,404.8,5.9,12.2,7.5,1.5,21.2,6.0,50.8,0.4,0.8,1.2,2021
96,Ohio,12,30.3,21.8,32.1,67.8,239.3,1.4,39.4,193.6,4.9,2.1,71.5,432.8,6.1,12.0,10.0,2.1,24.1,6.8,63.5,0.2,0.5,0.7,2021
97,Bowling Green,12,30.7,15.0,25.7,58.4,186.2,1.3,45.2,187.9,4.2,2.5,70.8,374.1,5.3,7.9,11.2,2.2,21.3,4.8,46.7,0.5,1.0,1.5,2021
98,Maryland,13,30.7,18.5,31.5,58.8,249.5,1.7,38.4,155.1,4.0,1.8,69.9,404.5,5.8,9.9,8.7,2.3,20.9,5.6,47.2,0.4,0.5,0.8,2021
99,Texas,12,31.1,21.3,31.3,67.8,224.0,1.3,38.8,202.4,5.2,2.2,70.1,426.4,6.1,10.6,9.8,1.4,21.8,4.4,36.8,0.5,0.6,1.1,2021
100,Arizona,12,31.4,13.7,23.6,58.0,190.1,2.1,39.4,182.4,4.6,1.4,63.0,372.5,5.9,7.8,9.1,2.4,19.3,6.8,72.3,0.2,0.3,0.5,2021
101,Georgia Southern,12,31.4,20.8,33.6,62.0,289.3,2.3,35.0,152.4,4.4,1.4,68.6,441.7,6.4,11.8,8.7,2.1,22.5,6.4,60.8,0.3,0.4,0.8,2021
102,Hawaii,13,31.4,22.2,38.9,57.1,289.7,1.8,38.5,156.9,4.1,1.8,77.4,446.6,5.8,12.9,8.5,1.8,23.3,6.2,61.3,1.0,1.1,2.1,2021
103,USC,12,31.8,18.0,27.6,65.3,241.8,1.7,35.9,168.3,4.7,2.3,63.5,410.1,6.5,10.6,8.2,2.5,21.3,7.2,68.2,0.4,1.2,1.6,2021
104,Virginia,12,31.8,18.8,31.3,59.8,240.2,2.2,39.0,225.8,5.8,1.8,70.3,466.0,6.6,11.1,9.9,2.4,23.4,6.6,59.3,0.5,0.7,1.2,2021
105,North Carolina,13,32.1,18.0,29.6,60.8,238.0,2.1,38.7,180.6,4.7,1.8,68.3,418.6,6.1,10.2,10.3,2.6,23.0,6.2,54.8,0.3,0.8,1.2,2021
106,Stanford,12,32.4,17.7,28.4,62.2,215.6,1.3,40.5,237.6,5.9,2.8,68.9,453.2,6.6,9.3,12.7,1.3,23.2,6.6,68.4,0.3,0.5,0.8,2021
107,UNLV,12,32.8,19.9,28.6,69.7,237.8,2.2,38.0,172.0,4.5,1.6,66.6,409.8,6.2,10.7,9.8,1.1,21.6,5.5,45.2,0.7,0.8,1.4,2021
108,Texas State,12,33.0,21.3,32.5,65.4,246.8,2.3,40.9,186.4,4.6,1.7,73.4,433.3,5.9,12.2,11.0,1.8,24.9,6.6,56.4,0.8,0.3,1.0,2021
109,Indiana,12,33.3,20.0,32.1,62.3,235.7,2.0,35.8,148.7,4.2,1.9,67.8,384.3,5.7,11.1,8.5,1.4,21.0,6.6,54.8,0.3,0.4,0.8,2021
110,Georgia Tech,12,33.5,18.3,27.9,65.4,273.0,2.3,40.7,183.1,4.5,1.6,68.6,456.1,6.7,11.0,9.7,1.7,22.3,5.6,51.8,0.8,0.3,1.1,2021
111,Louisiana-Monroe,12,33.5,23.4,34.8,67.4,290.3,2.5,36.5,162.8,4.5,1.8,71.3,453.2,6.4,12.6,8.8,0.9,22.3,5.8,57.8,0.5,0.9,1.4,2021
112,Northern Illinois,14,33.7,17.6,29.1,60.3,238.0,1.9,36.9,214.4,5.8,2.4,66.1,452.4,6.8,9.8,11.3,1.0,22.1,5.4,46.2,0.6,0.2,0.8,2021
113,Missouri,13,33.8,15.1,25.3,59.6,206.8,1.8,42.8,227.8,5.3,2.4,68.2,434.6,6.4,8.8,12.0,2.0,22.8,5.0,43.6,0.4,0.8,1.2,2021
114,Charlotte,12,34.0,17.4,27.0,64.5,260.8,2.3,37.9,204.5,5.4,2.3,64.9,465.3,7.2,11.2,10.0,1.3,22.4,7.6,66.1,0.5,0.7,1.2,2021
115,Louisiana Tech,12,34.0,22.6,34.1,66.3,267.8,2.1,36.3,166.8,4.6,2.1,70.3,434.6,6.2,11.8,9.3,1.8,22.8,7.4,72.8,1.1,0.8,1.8,2021
116,Tulane,12,34.0,22.3,33.7,66.3,271.3,2.3,39.8,159.2,4.0,2.1,73.4,430.4,5.9,12.0,8.9,1.8,22.7,5.3,48.2,0.5,0.8,1.3,2021
117,South Florida,12,34.7,20.8,31.7,65.8,265.4,2.2,35.8,206.8,5.8,2.3,67.4,472.3,7.0,12.5,9.8,1.4,23.8,5.1,44.9,0.6,0.8,1.4,2021
118,TCU,12,34.9,16.5,25.7,64.3,239.8,1.7,37.9,222.3,5.9,2.8,63.6,462.0,7.3,9.8,10.5,1.8,22.0,4.3,39.4,0.3,0.8,1.2,2021
119,Vanderbilt,12,35.8,21.4,32.7,65.6,264.3,2.4,34.8,193.7,5.6,1.8,67.4,457.9,6.8,11.2,9.6,1.3,22.0,7.6,66.9,0.3,1.1,1.3,2021
120,Rice,12,36.2,19.9,31.3,63.6,273.8,1.9,33.7,163.2,4.8,2.5,65.0,436.9,6.7,10.6,9.3,2.1,21.9,6.8,66.0,0.4,1.2,1.6,2021
121,Kent State,14,36.3,22.0,34.8,63.2,266.0,1.6,41.3,205.9,5.0,2.9,76.1,471.9,6.2,12.4,11.1,2.4,25.9,5.7,56.4,0.6,1.1,1.8,2021
122,Temple,12,37.5,15.5,25.4,61.0,177.9,2.1,45.7,223.2,4.9,2.8,71.1,401.1,5.6,9.0,11.8,1.4,22.2,3.7,35.8,0.6,0.5,1.1,2021
123,Connecticut,12,38.5,20.4,33.5,60.9,256.6,2.5,42.3,196.7,4.6,2.3,75.8,453.3,6.0,10.5,11.5,1.3,23.3,5.9,61.0,0.3,0.8,1.2,2021
124,Arkansas State,12,38.6,17.2,29.3,58.5,244.8,2.2,40.6,261.2,6.4,2.7,69.9,506.0,7.2,9.5,11.6,1.4,22.5,6.8,68.8,0.5,0.9,1.4,2021
125,Akron,12,39.5,16.8,25.0,67.0,220.1,2.2,40.2,248.9,6.2,2.7,65.2,469.0,7.2,9.4,13.2,1.3,23.8,6.4,53.4,0.4,0.5,0.9,2021
126,Florida International,12,39.7,21.5,31.3,68.6,262.8,2.3,42.1,229.2,5.4,2.5,73.4,492.0,6.7,11.4,12.3,1.3,25.0,5.2,47.8,0.5,0.3,0.8,2021
127,Duke,12,39.8,20.1,33.7,59.7,311.8,2.7,38.8,206.7,5.3,2.2,72.5,518.4,7.2,12.9,9.5,2.0,24.4,6.4,53.6,0.5,0.7,1.2,2021
128,New Mexico State,12,40.4,21.0,30.8,68.3,291.0,2.7,35.6,196.1,5.5,2.2,66.3,487.1,7.3,11.9,9.3,1.9,23.2,7.3,69.4,0.8,0.8,1.7,2021
129,Kansas,12,42.2,18.4,26.2,70.4,236.8,2.3,41.1,250.6,6.1,3.3,67.3,487.4,7.2,10.2,12.7,1.2,24.0,5.5,46.6,0.8,0.6,1.3,2021
130,Massachusetts,12,43.1,16.5,25.6,64.5,249.6,2.0,40.2,237.0,5.9,3.6,65.8,486.6,7.4,9.7,11.9,2.3,23.8,6.3,57.9,0.8,0.2,0.9,2021
1,Illinois,13,12.8,16.4,31.9,51.3,173.8,0.7,30.4,99.8,3.3,0.5,62.3,273.5,4.4,8.2,5.2,2.0,15.3,4.9,46.5,0.6,1.8,2.5,2022
2,Iowa,13,13.3,18.8,32.2,58.6,169.5,1.0,35.8,101.3,2.8,0.3,67.9,270.8,4.0,7.6,7.0,1.0,15.6,4.9,40.0,0.6,1.2,1.8,2022
3,Air Force,13,13.4,13.1,22.4,58.4,159.1,0.8,28.2,95.3,3.4,0.8,50.5,254.4,5.0,7.0,5.5,0.5,12.9,4.5,32.0,0.5,0.7,1.2,2022
4,Minnesota,13,13.8,17.6,30.2,58.3,185.7,0.6,28.9,109.0,3.8,0.8,59.2,294.7,5.0,8.4,6.1,0.8,15.3,4.9,41.4,0.3,1.1,1.4,2022
5,Georgia,15,14.3,19.6,34.1,57.5,219.7,1.0,26.7,77.1,2.9,0.5,60.8,296.8,4.9,9.4,4.5,1.6,15.5,5.5,40.8,0.5,0.8,1.3,2022
6,Marshall,13,16.0,16.7,32.4,51.5,201.5,0.9,32.2,93.0,2.9,0.8,64.6,294.5,4.6,8.2,5.2,1.9,15.4,5.6,51.6,0.8,1.4,2.2,2022
7,Michigan,14,16.1,18.3,32.7,55.9,194.2,0.8,30.1,97.9,3.3,0.7,62.8,292.1,4.7,8.9,5.6,1.0,15.4,4.4,44.9,0.3,1.0,1.3,2022
8,Troy,14,17.1,20.6,34.5,59.8,207.5,1.0,35.1,119.9,3.4,1.1,69.6,327.4,4.7,10.3,7.8,1.6,19.7,5.9,54.1,1.0,0.9,1.9,2022
9,Alabama,13,18.2,18.3,33.4,54.8,187.8,0.9,35.9,130.4,3.6,1.2,69.3,318.2,4.6,8.8,7.2,2.6,18.5,6.7,51.0,0.5,0.5,1.1,2022
10,Penn State,13,18.2,19.1,36.6,52.1,212.3,0.9,33.5,111.2,3.3,1.1,70.2,323.5,4.6,9.3,7.2,1.6,18.1,6.1,50.1,0.9,1.1,2.0,2022
11,Kentucky,13,19.2,15.8,26.7,59.4,170.8,0.8,33.3,140.6,4.2,1.2,60.0,311.4,5.2,7.5,6.6,1.0,15.2,5.7,49.5,0.5,0.8,1.3,2022
12,Louisville,13,19.2,16.2,27.8,58.3,197.0,1.3,37.4,133.2,3.6,1.0,65.2,330.2,5.1,8.1,8.5,1.8,18.3,7.8,55.7,1.2,1.2,2.3,2022
13,North Carolina State,13,19.2,20.3,35.5,57.3,226.2,1.2,30.0,100.7,3.4,1.0,65.5,326.9,5.0,9.6,5.0,1.9,16.5,7.6,64.6,0.2,1.5,1.7,2022
14,Fresno State,14,19.4,16.6,31.0,53.5,189.4,1.0,35.0,149.6,4.3,1.2,66.0,338.9,5.1,8.7,7.8,1.9,18.4,6.1,52.5,0.4,0.9,1.3,2022
15,Boise State,14,19.5,13.4,25.9,51.7,167.7,0.9,35.7,124.8,3.5,1.1,61.6,292.5,4.8,6.4,7.3,0.9,14.6,5.7,40.8,0.4,1.1,1.4,2022
16,Oregon State,13,20.0,20.5,35.3,58.0,224.5,0.8,28.8,108.2,3.8,1.3,64.2,332.8,5.2,9.4,7.2,1.5,18.2,6.2,55.8,0.4,0.9,1.3,2022
17,Wisconsin,13,20.2,17.1,28.9,59.0,204.3,1.4,34.1,99.2,2.9,1.1,63.0,303.5,4.8,9.1,5.4,1.5,15.9,4.5,43.8,0.2,1.3,1.5,2022
18,Iowa State,12,20.3,15.8,26.8,59.0,178.3,1.7,33.6,107.3,3.2,0.7,60.4,285.6,4.7,7.5,6.6,1.6,15.7,4.8,42.2,0.7,0.6,1.3,2022
19,San Diego State,13,20.5,19.6,32.0,61.3,208.8,1.6,33.5,113.8,3.4,1.0,65.5,322.7,4.9,9.3,6.5,1.5,17.4,5.2,42.0,0.5,1.0,1.5,2022
20,Cincinnati,13,20.6,16.5,30.1,55.0,182.2,1.2,42.5,153.2,3.6,1.4,72.6,335.5,4.6,8.8,9.0,2.7,20.5,3.8,33.5,0.8,0.8,1.6,2022
21,Florida State,13,20.6,15.2,26.8,56.4,165.4,1.4,39.5,156.4,4.0,1.1,66.4,321.8,4.8,8.2,9.0,1.8,19.1,7.4,62.7,0.6,0.6,1.2,2022
22,Clemson,14,20.9,21.4,34.9,61.3,231.7,1.5,31.6,102.7,3.3,0.9,66.4,334.4,5.0,10.2,6.4,1.8,18.4,6.1,59.9,0.6,0.9,1.5,2022
23,James Madison,11,20.9,15.8,28.9,54.7,210.0,1.5,32.2,79.5,2.5,0.7,61.1,289.5,4.7,8.6,4.0,1.2,13.8,5.2,45.8,1.2,1.0,2.2,2022
24,Ohio State,13,21.0,16.3,27.7,58.9,200.5,1.5,34.4,121.1,3.5,0.9,62.1,321.5,5.2,7.8,5.6,1.5,15.0,5.4,45.4,0.5,0.8,1.4,2022
25,Texas A&M,12,21.2,15.3,27.3,56.3,156.2,1.3,43.3,208.8,4.8,1.1,70.6,365.0,5.2,7.9,10.8,2.1,20.8,7.0,60.9,1.0,0.3,1.3,2022
26,South Alabama,13,21.3,21.6,36.2,59.8,239.4,1.7,28.2,93.9,3.3,0.6,64.4,333.3,5.2,9.8,5.9,2.8,18.6,5.2,49.1,0.5,1.0,1.5,2022
27,Utah,14,21.4,18.1,29.5,61.3,222.6,1.4,28.1,111.4,4.0,1.3,57.6,334.1,5.8,8.9,5.9,1.0,15.8,6.9,59.9,0.9,0.9,1.7,2022
28,Texas,13,21.6,24.2,38.5,62.9,242.7,1.4,36.1,125.7,3.5,1.1,74.6,368.4,4.9,12.2,7.3,1.7,21.2,5.8,44.6,0.3,0.8,1.1,2022
29,Kansas State,14,21.9,19.3,33.1,58.3,224.4,1.5,34.6,150.8,4.4,1.1,67.7,375.1,5.5,9.9,7.5,1.6,18.9,5.9,45.6,0.6,1.1,1.8,2022
30,San Jose State,12,22.0,17.8,29.3,60.7,217.7,1.3,37.8,122.3,3.2,1.3,67.0,339.9,5.1,9.8,7.7,1.3,18.8,7.3,69.3,0.5,1.2,1.7,2022
31,Duke,13,22.1,21.8,35.8,60.9,257.3,1.9,32.7,121.2,3.7,0.8,68.5,378.5,5.5,11.8,7.6,1.4,20.8,5.0,49.6,1.2,0.8,2.0,2022
32,Tulane,14,22.2,19.8,33.1,59.8,208.1,1.6,39.0,152.3,3.9,1.1,72.1,360.4,5.0,9.9,8.9,0.9,19.6,5.3,43.5,0.6,0.9,1.4,2022
33,Army,12,22.5,13.9,22.9,60.7,160.0,1.3,39.4,199.0,5.0,1.6,62.3,359.0,5.8,7.8,10.4,1.2,19.3,5.4,41.2,0.6,0.8,1.4,2022
34,LSU,14,22.5,16.9,30.2,55.8,206.2,1.2,36.2,148.4,4.1,1.3,66.4,354.6,5.3,9.1,8.4,1.4,18.9,5.9,56.4,0.8,0.6,1.4,2022
35,Miami (OH),13,22.6,21.0,34.2,61.3,237.2,1.3,34.8,135.9,3.9,1.3,69.0,373.2,5.4,10.8,7.6,1.8,20.2,6.0,57.7,0.8,0.8,1.7,2022
36,Louisiana,13,22.8,18.8,32.6,57.5,220.1,1.4,35.7,141.6,4.0,1.4,68.3,361.7,5.3,9.2,7.8,2.2,19.1,6.8,53.8,0.6,1.2,1.8,2022
37,Tennessee,13,22.8,25.6,40.9,62.6,289.5,1.6,35.3,115.8,3.3,1.2,76.2,405.3,5.3,13.7,7.4,2.5,23.6,8.5,67.4,0.8,0.8,1.6,2022
38,Washington State,13,22.9,22.0,35.4,62.2,267.7,1.5,33.5,134.6,4.0,1.3,68.8,402.3,5.8,10.5,8.5,1.5,20.5,6.8,56.5,0.7,0.9,1.6,2022
39,Notre Dame,13,23.0,17.8,30.4,58.7,198.0,1.5,33.5,131.3,3.9,1.2,63.9,329.3,5.2,8.3,7.5,1.9,17.8,5.2,43.6,0.4,0.8,1.2,2022
40,Mississippi State,13,23.1,19.5,32.5,59.8,210.3,1.2,34.3,134.2,3.9,1.5,66.8,344.5,5.2,8.5,7.4,2.5,18.4,6.5,49.5,0.7,1.1,1.8,2022
41,Syracuse,13,23.1,18.9,28.4,66.7,184.8,1.4,38.7,143.8,3.7,1.3,67.1,328.6,4.9,8.8,9.3,1.2,19.3,6.5,56.0,0.7,0.8,1.5,2022
42,Maryland,13,23.2,20.5,35.9,57.2,223.3,1.3,35.3,133.8,3.8,1.2,71.2,357.1,5.0,10.2,7.5,3.0,20.6,5.3,46.8,0.5,0.7,1.2,2022
43,UAB,13,23.2,17.8,31.2,57.1,194.9,1.2,36.4,165.9,4.6,1.8,67.6,360.8,5.3,9.5,8.3,1.7,19.5,5.7,50.9,0.6,0.8,1.4,2022
